CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I37.0, Nonrheumatic pulmonary valve stenosis
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I37.1, Nonrheumatic pulmonary valve insufficiency
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I37.2, Nonrheumatic pulmonary valve stenosis with insufficiency
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I38, Endocarditis, valve unspecified
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I39, Endocarditis and heart valve disorders in diseases classified elsewhere
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I40.0, Infective myocarditis
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I40.1, Isolated myocarditis
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I40.8, Other acute myocarditis
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I40.9, Acute myocarditis, unspecified
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I41, Myocarditis in diseases classified elsewhere
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.0, Dilated cardiomyopathy
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.1, Obstructive hypertrophic cardiomyopathy
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.2, Other hypertrophic cardiomyopathy
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.3, Endomyocardial (eosinophilic) disease
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.4, Endocardial fibroelastosis
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.5, Other restrictive cardiomyopathy
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.6, Alcoholic cardiomyopathy
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.7, Cardiomyopathy due to drug and external agent
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.8, Other cardiomyopathies
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I42.9, Cardiomyopathy, unspecified
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I43, Cardiomyopathy in diseases classified elsewhere
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I46.2, Cardiac arrest due to underlying cardiac condition
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I46.8, Cardiac arrest due to other underlying condition
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I47.0, Re-entry ventricular arrhythmia
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I47.2, Ventricular tachycardia
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I47.9, Paroxysmal tachycardia, unspecified
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I49.01, Ventricular fibrillation
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I49.02, Ventricular flutter
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.1, Left ventricular failure, unspecified
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.20, Unspecified systolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.21, Acute systolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.22, Chronic systolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.23, Acute on chronic systolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.30, Unspecified diastolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.31, Acute diastolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.32, Chronic diastolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.33, Acute on chronic diastolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.40, Unspecified combined systolic (congestive) and diastolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.41, Acute combined systolic (congestive) and diastolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.42, Chronic combined systolic (congestive) and diastolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I50.43, Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I51.0, Cardiac septal defect, acquired
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I51.1, Rupture of chordae tendineae, not elsewhere classified
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I51.2, Rupture of papillary muscle, not elsewhere classified
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I51.4, Myocarditis, unspecified
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I51.5, Myocardial degeneration
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I51.7, Cardiomegaly
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I51.89, Other ill-defined heart diseases
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I97.0, Postcardiotomy syndrome
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I97.110, Postprocedural cardiac insufficiency following cardiac surgery
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I97.111, Postprocedural cardiac insufficiency following other surgery
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I97.120, Postprocedural cardiac arrest following cardiac surgery
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I97.121, Postprocedural cardiac arrest following other surgery
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I97.130, Postprocedural heart failure following cardiac surgery
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, I97.131, Postprocedural heart failure following other surgery
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, M32.11, Endocarditis in systemic lupus erythematosus
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, M32.12, Pericarditis in systemic lupus erythematosus
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, O90.3, Peripartum cardiomyopathy
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, Q21.0, Ventricular septal defect
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, Q21.1, Atrial septal defect
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, Q22.5, Ebstein's anomaly
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, R93.1, Abnormal findings on diagnostic imaging of heart and coronary circulation
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T80.0XXA, Air embolism following infusion, transfusion and therapeutic injection, initial encounter
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T81.10XA, Postprocedural shock unspecified, initial encounter
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T81.11XA, Postprocedural cardiogenic shock, initial encounter
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T81.718A, Complication of other artery following a procedure, not elsewhere classified, initial encounter
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T81.72XA, Complication of vein following a procedure, not elsewhere classified, initial encounter
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T82.09XA, Other mechanical complication of heart valve prosthesis, initial encounter
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T82.817A, Embolism due to cardiac prosthetic devices, implants and grafts, initial encounter
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T82.818A, Embolism due to vascular prosthetic devices, implants and grafts, initial encounter
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T86.21, Heart transplant rejection
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T86.22, Heart transplant failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T86.23, Heart transplant infection
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T86.290, Cardiac allograft vasculopathy
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T86.31, Heart-lung transplant rejection
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T86.32, Heart-lung transplant failure
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, T86.33, Heart-lung transplant infection
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, Z48.21, Encounter for aftercare following heart transplant
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, Z48.280, Encounter for aftercare following heart-lung transplant
93451, Right heart cath<<<wut>>>RIGHT HEART CATHETERIZATION INCLUDING MEASUREMENT(S) OF OXYGEN SATURATION AND CARDIAC OUTPUT, WHEN PERFORMED, Z94.1, Heart transplant status
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A18.84, Tuberculosis of heart
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A39.50, Meningococcal carditis, unspecified
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A39.51, Meningococcal endocarditis
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A39.52, Meningococcal myocarditis
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A52.03, Syphilitic endocarditis
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A52.06, Other syphilitic heart involvement
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A54.83, Gonococcal heart infection
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A78, Q fever
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B33.20, Viral carditis, unspecified
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B33.21, Viral endocarditis
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B33.22, Viral myocarditis
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B37.6, Candidal endocarditis
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B39.4, Histoplasmosis capsulati, unspecified
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B39.5, Histoplasmosis duboisii
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B57.0, Acute Chagas' disease with heart involvement
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B57.2, Chagas' disease (chronic) with heart involvement
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, C38.0, Malignant neoplasm of heart
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, C45.2, Mesothelioma of pericardium
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D15.1, Benign neoplasm of heart
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.85, Sarcoid myocarditis
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E51.11, Dry beriberi
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E51.12, Wet beriberi
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E74.01, von Gierke disease
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E74.02, Pompe disease
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E74.03, Cori disease
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E74.04, McArdle disease
